@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
2434,'2018/04/20 14:21:48:157',16,-19.500084,7.000215,-19.115829,11.385142,-18.554384,15.471752,-17.794724,18.429531,-16.446867,20.072308,-13.563525,20.027477,-9.345233,19.710264,-4.435047,18.920816,0.880063,16.850365,6.271119,18.560926,11.051966,18.816757,14.935804,18.640335,17.400084,18.359837,18.388353,16.58532,18.690369,13.767664,18.646322,9.793623,18.308561,5.564279,-16.284288,-11.53577,-14.070793,-14.032555,-11.161576,-15.533055,-8.151189,-16.218288,-5.237612,-16.344513,3.855693,-16.601282,6.31097,-16.570047,8.954122,-16.080534,11.6546,-14.988593,13.985312,-13.049519,-0.033353,-12.320177,0.075694,-12.210417,0.173957,-12.270629,0.256614,-12.543805,-2.694242,-4.492251,-1.100474,-5.045207,0.486812,-5.722331,1.906231,-5.10722,3.34609,-4.595837,-12.207972,-7.604898,-10.511508,-8.44829,-8.526799,-8.760137,-6.615499,-8.371694,-8.375315,-7.722973,-10.328473,-7.439349,5.783091,-8.687904,7.610045,-9.143164,9.572755,-9.046635,11.285006,-8.337578,9.483755,-8.011115,7.557003,-8.163902,-8.437392,4.925545,-5.896806,2.187554,-2.955811,-0.065812,0.367456,-0.965295,3.582811,-0.204686,6.492306,1.924034,8.951297,4.586764,6.710261,5.385938,3.802504,5.53124,0.524696,5.015502,-2.832308,5.645809,-5.883607,5.645086,-3.773942,2.356266,0.418049,0.881022,4.485272,2.283058,4.705055,4.198987,0.530247,3.373338,-3.800831,4.335245,0,0.5,1
2435,'2018/04/20 14:21:48:175',16,-19.463654,7.071465,-19.100193,11.448033,-18.562822,15.53774,-17.838648,18.486637,-16.536224,20.108936,-13.677971,20.06893,-9.449578,19.76013,-4.517873,18.914909,0.787863,16.821327,6.205543,18.550301,11.053257,18.848621,15.003812,18.657875,17.511972,18.365959,18.516272,16.608294,18.83514,13.794335,18.806704,9.814708,18.484783,5.594708,-16.338886,-11.525522,-14.110163,-14.051299,-11.173328,-15.543205,-8.136652,-16.206598,-5.202679,-16.304159,3.963609,-16.579775,6.443299,-16.573408,9.113259,-16.101414,11.837651,-15.013349,14.173965,-13.044098,-0.008708,-12.279737,0.085058,-12.110946,0.167122,-12.102224,0.231639,-12.291458,-2.754337,-4.457784,-1.154956,-4.986965,0.450527,-5.652669,1.89653,-5.046201,3.347854,-4.551312,-12.22335,-7.583171,-10.558041,-8.424415,-8.596322,-8.722973,-6.706303,-8.331035,-8.437096,-7.674181,-10.366713,-7.394619,5.955479,-8.659383,7.76281,-9.111087,9.704054,-9.026333,11.380695,-8.317041,9.599694,-7.96996,7.697301,-8.123556,-8.227007,4.926892,-5.790382,2.166179,-2.937097,-0.088862,0.302806,-0.967346,3.44636,-0.221979,6.273118,1.919165,8.630606,4.618408,6.387966,5.288499,3.553795,5.294289,0.423869,4.723621,-2.768777,5.394163,-5.715116,5.52022,-3.498372,2.353264,0.349816,0.933107,4.090265,2.311887,4.257928,3.972055,0.437342,3.087003,-3.513492,4.072955,0,0.5,1
2436,'2018/04/20 14:21:48:223',16,-19.474272,6.874121,-19.131903,11.234552,-18.625933,15.321399,-17.9055,18.257149,-16.561584,19.951271,-13.656057,19.998325,-9.405077,19.734583,-4.473952,18.955948,0.819579,16.926954,6.171248,18.592999,10.994608,18.898624,14.97188,18.730947,17.520525,18.402916,18.533731,16.584995,18.843,13.758515,18.81267,9.753116,18.522697,5.501789,-16.294872,-11.643738,-14.084988,-14.156157,-11.178853,-15.643152,-8.171933,-16.305351,-5.270978,-16.377741,3.89817,-16.644054,6.422313,-16.696556,9.141152,-16.240839,11.907843,-15.140479,14.270656,-13.139613,-0.092489,-12.125597,0.012177,-11.849665,0.107428,-11.739079,0.188981,-11.816382,-2.767069,-4.414774,-1.195511,-4.986951,0.36785,-5.673997,1.799232,-5.071975,3.255855,-4.550087,-12.257851,-7.60552,-10.541423,-8.480124,-8.516252,-8.771403,-6.585502,-8.310621,-8.374572,-7.684545,-10.34893,-7.424,5.863024,-8.662278,7.716142,-9.20125,9.728799,-9.10713,11.477959,-8.366452,9.634,-8.030989,7.675509,-8.158849,-8.424701,4.907853,-5.895805,2.21335,-2.967947,0.045328,0.313379,-0.81509,3.501551,-0.116131,6.419123,1.921734,8.907386,4.521759,6.594587,5.266719,3.671227,5.36616,0.451327,4.858126,-2.831315,5.510253,-5.863492,5.566438,-3.745365,2.396107,0.356594,0.964117,4.359182,2.269995,4.551213,4.086846,0.447742,3.310165,-3.781032,4.26375,0,0.5,1
2437,'2018/04/20 14:21:48:262',16,-19.508686,6.848309,-19.150684,11.280365,-18.62092,15.416659,-17.895155,18.421877,-16.577442,20.087389,-13.688311,20.089712,-9.432794,19.7913,-4.473175,18.966867,0.867169,16.867182,6.246219,18.553101,11.037837,18.82604,14.946516,18.647884,17.433216,18.349447,18.441805,16.579285,18.761438,13.77209,18.729414,9.790665,18.411972,5.560662,-16.355064,-11.557749,-14.106331,-14.108514,-11.145771,-15.622254,-8.081284,-16.292267,-5.120321,-16.378389,3.911585,-16.614206,6.39148,-16.616518,9.068569,-16.139315,11.804401,-15.051064,14.164476,-13.092517,-0.004425,-12.389905,0.081796,-12.146302,0.158626,-12.074521,0.22127,-12.208659,-2.726212,-4.460771,-1.146585,-5.013549,0.427345,-5.687966,1.844012,-5.07199,3.283977,-4.540064,-12.234194,-7.611349,-10.461946,-8.477623,-8.395777,-8.772558,-6.416519,-8.314149,-8.259997,-7.701486,-10.283183,-7.432339,5.760572,-8.63684,7.653445,-9.126296,9.695463,-9.03347,11.476445,-8.292662,9.599949,-7.970427,7.605577,-8.126881,-8.442274,4.915519,-5.907664,2.19518,-2.980065,-0.023667,0.309182,-0.904246,3.492695,-0.15352,6.382959,1.948753,8.829961,4.593058,6.574545,5.342511,3.686629,5.444851,0.457325,4.920489,-2.85604,5.559082,-5.887092,5.587949,-3.796542,2.370139,0.359299,0.916116,4.399892,2.301227,4.606706,4.138199,0.462858,3.292572,-3.827301,4.265815,0,0.5,1
2438,'2018/04/20 14:21:48:290',16,-19.4555,6.94149,-19.103802,11.313928,-18.582012,15.396698,-17.851639,18.334175,-16.514904,20.004606,-13.624475,20.025311,-9.390553,19.749146,-4.470934,18.962374,0.822622,16.908564,6.193306,18.590342,11.009635,18.868788,14.962203,18.68273,17.49123,18.357613,18.503901,16.556143,18.82056,13.739484,18.788586,9.751159,18.479961,5.511196,-16.297272,-11.575438,-14.09938,-14.108611,-11.19199,-15.608016,-8.179495,-16.274048,-5.269273,-16.359049,3.943341,-16.633602,6.440639,-16.660538,9.129437,-16.196449,11.866252,-15.095508,14.201135,-13.099266,-0.052171,-12.116035,0.045283,-11.938154,0.132524,-11.92004,0.20434,-12.094637,-2.723335,-4.459273,-1.155801,-5.032617,0.400971,-5.722346,1.814202,-5.107015,3.255263,-4.574209,-12.216579,-7.581334,-10.518688,-8.445476,-8.518248,-8.743526,-6.604351,-8.306556,-8.370594,-7.662763,-10.328903,-7.394373,5.874314,-8.652283,7.708235,-9.158182,9.692815,-9.06599,11.414227,-8.336873,9.596519,-7.993524,7.659069,-8.131245,-8.386512,4.925444,-5.90161,2.164148,-2.991823,-0.064423,0.302927,-0.9331,3.50271,-0.219252,6.397671,1.884902,8.828555,4.564694,6.558321,5.327306,3.661299,5.429028,0.444013,4.908861,-2.839038,5.560506,-5.852042,5.605136,-3.74364,2.35484,0.34871,0.911091,4.337564,2.254899,4.528893,4.107607,0.446607,3.305574,-3.768178,4.262403,0,0.5,1
2439,'2018/04/20 14:21:48:309',16,-19.514856,6.897678,-19.150166,11.301656,-18.609741,15.402836,-17.862854,18.368372,-16.516226,20.04421,-13.612442,20.047457,-9.360644,19.754078,-4.423398,18.955376,0.89243,16.874571,6.261636,18.56575,11.052569,18.831564,14.969622,18.64609,17.458534,18.332588,18.451868,16.533987,18.75894,13.714764,18.719845,9.729635,18.396849,5.487226,-16.366356,-11.538848,-14.149979,-14.094591,-11.20923,-15.615602,-8.158395,-16.289501,-5.207585,-16.384928,3.874594,-16.644144,6.388327,-16.652184,9.09292,-16.176498,11.844055,-15.05786,14.185942,-13.045608,-0.05547,-12.305259,0.041096,-12.142457,0.128233,-12.152062,0.201389,-12.376,-2.708644,-4.486415,-1.139154,-5.061297,0.417471,-5.756758,1.822692,-5.130448,3.257275,-4.591123,-12.196234,-7.561484,-10.482653,-8.42791,-8.468927,-8.729624,-6.534345,-8.302379,-8.317122,-7.655898,-10.29221,-7.378639,5.785563,-8.641081,7.639167,-9.122685,9.632836,-9.024918,11.363743,-8.289223,9.533212,-7.9561,7.582311,-8.109747,-8.476972,4.971656,-5.943314,2.218435,-3.003778,-0.03746,0.326514,-0.915183,3.556829,-0.187831,6.477735,1.939999,8.949289,4.608068,6.669604,5.386798,3.749912,5.499268,0.489554,4.98728,-2.84834,5.629197,-5.904603,5.662237,-3.802217,2.390395,0.379393,0.931365,4.450456,2.294149,4.656715,4.169048,0.487397,3.341669,-3.82593,4.320875,0,0.5,1
2440,'2018/04/20 14:21:48:357',16,-19.548326,6.980694,-19.17647,11.330103,-18.641676,15.412263,-17.888966,18.324675,-16.509476,19.996719,-13.562899,20.009066,-9.282693,19.699055,-4.34777,18.894873,0.935698,16.836407,6.275435,18.511261,11.079681,18.794498,15.039222,18.620678,17.560711,18.284382,18.540085,16.470686,18.817747,13.654565,18.755177,9.645909,18.429739,5.405619,-16.409184,-11.625141,-14.200292,-14.171935,-11.279608,-15.678238,-8.250885,-16.339237,-5.327621,-16.403845,3.829726,-16.702793,6.366026,-16.769693,9.100009,-16.321985,11.87758,-15.200208,14.235902,-13.152974,-0.124771,-12.021996,-0.008412,-11.798473,0.097819,-11.736067,0.189855,-11.859898,-2.710383,-4.407646,-1.155528,-4.996652,0.386693,-5.699708,1.786613,-5.084819,3.21581,-4.551915,-12.236023,-7.546797,-10.567329,-8.394669,-8.604843,-8.693696,-6.723532,-8.274945,-8.45597,-7.641031,-10.376472,-7.379466,5.888184,-8.663545,7.691965,-9.16311,9.640068,-9.068769,11.338506,-8.35972,9.548008,-8.033437,7.646243,-8.158311,-8.430875,4.935424,-5.901467,2.199593,-2.965971,-0.000649,0.34576,-0.874158,3.559877,-0.178605,6.49506,1.87446,8.993935,4.50535,6.708697,5.328135,3.777999,5.482355,0.524016,4.985205,-2.803126,5.639303,-5.864049,5.655424,-3.694087,2.409192,0.400871,0.959421,4.389911,2.27145,4.596327,4.13891,0.507702,3.367964,-3.719158,4.327373,0,0.5,1
2441,'2018/04/20 14:21:48:375',16,-19.581955,6.83256,-19.216833,11.237405,-18.676256,15.364262,-17.930914,18.361979,-16.588236,20.022112,-13.690184,20.008043,-9.4413,19.702808,-4.508369,18.905012,0.809154,16.8328,6.202887,18.56208,11.004864,18.829369,14.922897,18.644213,17.409191,18.336094,18.418274,16.544596,18.738129,13.699521,18.704655,9.690154,18.376646,5.443122,-16.39629,-11.594243,-14.163042,-14.171209,-11.196548,-15.698228,-8.117873,-16.362684,-5.141434,-16.447838,3.838489,-16.667526,6.358766,-16.66987,9.073798,-16.191479,11.836658,-15.063874,14.189651,-13.041458,-0.000903,-12.380029,0.09978,-12.208283,0.190313,-12.206046,0.26677,-12.413797,-2.712659,-4.443635,-1.111828,-4.975923,0.486458,-5.642822,1.918033,-5.029828,3.365384,-4.530054,-12.15253,-7.622891,-10.439904,-8.46344,-8.441258,-8.756391,-6.515071,-8.343692,-8.292928,-7.714036,-10.258091,-7.443546,5.790964,-8.637978,7.634717,-9.093618,9.607559,-8.997427,11.326845,-8.278971,9.509561,-7.956694,7.574339,-8.114223,-8.429507,4.969874,-5.875034,2.25719,-2.942054,0.022424,0.363183,-0.856054,3.560936,-0.09307,6.452025,2.033108,8.910126,4.678738,6.651092,5.449043,3.752349,5.558227,0.500706,5.023225,-2.830613,5.651433,-5.870616,5.674127,-3.726472,2.431772,0.409443,0.986565,4.420341,2.383012,4.627144,4.240056,0.511111,3.383258,-3.759601,4.348779,0,0.5,1
2442,'2018/04/20 14:21:48:424',16,-19.592403,6.769129,-19.228708,11.139215,-18.698421,15.242845,-17.952698,18.201218,-16.587255,19.911158,-13.66453,19.987709,-9.406589,19.745298,-4.486375,18.977894,0.788816,16.965656,6.140961,18.642878,10.966036,18.926643,14.946816,18.71599,17.496132,18.333738,18.517174,16.484022,18.838503,13.622252,18.81679,9.592101,18.523064,5.325401,-16.417646,-11.672675,-14.186311,-14.255903,-11.223447,-15.775413,-8.144305,-16.428503,-5.169919,-16.4762,3.83713,-16.738806,6.406597,-16.807774,9.17178,-16.35692,11.974518,-15.227665,14.349315,-13.169052,-0.049646,-12.193992,0.064583,-11.904992,0.168976,-11.781077,0.258176,-11.845759,-2.69068,-4.368884,-1.124859,-4.932128,0.431865,-5.614915,1.839609,-5.006038,3.273294,-4.485742,-12.209558,-7.604211,-10.506435,-8.47112,-8.503075,-8.765376,-6.578378,-8.334597,-8.352309,-7.705659,-10.310144,-7.438953,5.844587,-8.660819,7.691895,-9.169835,9.680656,-9.078615,11.410213,-8.346116,9.578509,-8.022496,7.639616,-8.157523,-8.43502,5.00105,-5.897458,2.290786,-2.964681,0.102834,0.337145,-0.743019,3.53657,-0.047002,6.444268,2.024586,8.91552,4.659348,6.593989,5.403008,3.669429,5.489742,0.45608,4.969482,-2.822363,5.612361,-5.858035,5.669484,-3.702897,2.489211,0.376996,1.081209,4.340158,2.395808,4.517301,4.159326,0.460513,3.345613,-3.734267,4.306814,0,0.5,1
2443,'2018/04/20 14:21:48:446',16,-19.651991,6.524701,-19.280252,10.975863,-18.737011,15.138695,-17.994379,18.198175,-16.65156,19.96273,-13.735681,20.047199,-9.468528,19.807938,-4.52447,19.057957,0.795652,17.042288,6.161815,18.718372,10.941357,18.946674,14.850993,18.708878,17.340532,18.322386,18.358997,16.447622,18.68363,13.573286,18.660543,9.549594,18.346037,5.266025,-16.410135,-11.726445,-14.14847,-14.280417,-11.163431,-15.790624,-8.068184,-16.438242,-5.073184,-16.501839,3.79551,-16.694921,6.312289,-16.715443,9.025551,-16.253344,11.793101,-15.155767,14.172359,-13.17949,0.021513,-12.479601,0.125832,-12.228784,0.221337,-12.161354,0.304414,-12.313455,-2.68168,-4.400693,-1.079865,-4.938832,0.513881,-5.603311,1.932125,-4.990914,3.375004,-4.485409,-12.17802,-7.673983,-10.425985,-8.548456,-8.377186,-8.841852,-6.411431,-8.388892,-8.235633,-7.764318,-10.241734,-7.494856,5.719108,-8.664171,7.596886,-9.15538,9.616962,-9.055186,11.377871,-8.296746,9.522253,-7.977295,7.546717,-8.138391,-8.600965,5.040542,-5.967053,2.355778,-2.964762,0.142274,0.401304,-0.715664,3.64728,0.033625,6.592365,2.140458,9.11179,4.759549,6.79214,5.539297,3.833596,5.672645,0.534141,5.160513,-2.853807,5.762604,-5.965824,5.762793,-3.857083,2.515501,0.447131,1.094132,4.608923,2.463337,4.818931,4.347719,0.547166,3.508725,-3.893849,4.461685,0,0.5,1
2444,'2018/04/20 14:21:48:506',16,-19.65251,6.683854,-19.257349,11.104482,-18.688484,15.236556,-17.903891,18.245752,-16.510502,19.979834,-13.576446,20.055834,-9.3144,19.830822,-4.383782,19.096138,0.926803,17.083147,6.280882,18.751108,11.064272,18.973715,14.964612,18.719559,17.42424,18.319012,18.396223,16.449835,18.689852,13.557945,18.648029,9.527247,18.32551,5.261518,-16.457201,-11.644837,-14.211921,-14.219157,-11.224695,-15.739465,-8.122668,-16.39105,-5.124097,-16.446478,3.828303,-16.70097,6.368695,-16.734713,9.100569,-16.270594,11.872768,-15.142625,14.219893,-13.099194,-0.031034,-12.399126,0.093338,-12.160643,0.207699,-12.087757,0.306702,-12.223189,-2.65481,-4.447732,-1.07959,-4.98968,0.492749,-5.662038,1.89344,-5.050569,3.310398,-4.537354,-12.220704,-7.628249,-10.547619,-8.47297,-8.57925,-8.784186,-6.674595,-8.409891,-8.413236,-7.74728,-10.347754,-7.46363,5.844183,-8.713753,7.673469,-9.150636,9.623378,-9.049217,11.311305,-8.334219,9.510785,-8.01457,7.600784,-8.173541,-8.423526,5.003896,-5.873056,2.315883,-2.939901,0.1029,0.369236,-0.754849,3.56272,-0.036289,6.4565,2.064502,8.917077,4.68834,6.650626,5.479486,3.747939,5.59476,0.511544,5.08739,-2.81119,5.703218,-5.853352,5.712162,-3.625327,2.492147,0.414547,1.081452,4.319063,2.433649,4.522137,4.247107,0.513648,3.429707,-3.656034,4.363518,0,0.5,1
2445,'2018/04/20 14:21:48:525',16,-19.616373,6.589081,-19.223246,11.033444,-18.666176,15.184239,-17.901657,18.216318,-16.527447,20.000259,-13.586152,20.113279,-9.304337,19.893175,-4.359911,19.157988,0.950271,17.143747,6.288232,18.786623,11.059339,18.987514,14.9567,18.71648,17.409725,18.280369,18.368483,16.369942,18.646769,13.486045,18.591562,9.45541,18.262707,5.182358,-16.450626,-11.682961,-14.213273,-14.261301,-11.235257,-15.78552,-8.139095,-16.438433,-5.143429,-16.490156,3.811238,-16.735832,6.339678,-16.77597,9.061244,-16.31492,11.824422,-15.196012,14.17114,-13.168569,-0.028825,-12.362586,0.089623,-12.098881,0.198236,-12.006814,0.292477,-12.124015,-2.650885,-4.451239,-1.07866,-5.013826,0.482808,-5.697228,1.871962,-5.07847,3.289141,-4.544217,-12.196728,-7.654824,-10.499351,-8.512259,-8.505352,-8.815635,-6.583636,-8.397875,-8.349487,-7.756313,-10.303976,-7.484056,5.786483,-8.715866,7.628402,-9.182668,9.60041,-9.084547,11.310737,-8.354233,9.492002,-8.034827,7.564351,-8.187945,-8.516838,5.054644,-5.937614,2.351006,-2.970692,0.135047,0.377309,-0.7158,3.606527,-0.006777,6.534799,2.090317,9.025176,4.719575,6.727876,5.51822,3.794446,5.648003,0.532446,5.149266,-2.822977,5.764096,-5.905176,5.767137,-3.75443,2.514637,0.425763,1.093048,4.470151,2.438184,4.678434,4.318501,0.533354,3.516864,-3.778039,4.451897,0,0.5,1
2446,'2018/04/20 14:21:48:572',16,-19.579039,6.571433,-19.201317,11.027758,-18.656664,15.193375,-17.913235,18.244135,-16.574139,20.015255,-13.661082,20.120701,-9.39011,19.901173,-4.43786,19.155411,0.886591,17.124397,6.248862,18.784639,11.033323,18.990526,14.935726,18.719748,17.399975,18.298372,18.375816,16.415262,18.670389,13.531937,18.626534,9.500975,18.302179,5.224804,-16.432123,-11.680134,-14.189842,-14.268807,-11.205348,-15.789133,-8.106314,-16.434557,-5.110737,-16.481604,3.852844,-16.718775,6.376482,-16.755892,9.095577,-16.295572,11.858627,-15.176304,14.201898,-13.136167,-0.004376,-12.325418,0.101193,-12.099267,0.196889,-12.039212,0.278288,-12.184302,-2.648951,-4.433963,-1.080192,-4.992556,0.478875,-5.673252,1.865745,-5.050624,3.279018,-4.52009,-12.198693,-7.660483,-10.491044,-8.521477,-8.486417,-8.821174,-6.559344,-8.389669,-8.33502,-7.747542,-10.300756,-7.476971,5.798795,-8.695362,7.642562,-9.170278,9.622742,-9.072753,11.340002,-8.332967,9.518752,-8.003926,7.582282,-8.160791,-8.445627,5.030974,-5.892757,2.309625,-2.953175,0.084254,0.365896,-0.766888,3.56883,-0.045922,6.466788,2.064344,8.924289,4.718443,6.65724,5.510658,3.753418,5.627878,0.516098,5.113154,-2.811717,5.733762,-5.865119,5.745752,-3.726092,2.495738,0.416329,1.080167,4.425747,2.433871,4.629842,4.283548,0.519795,3.462276,-3.7522,4.403488,0,0.5,1
2447,'2018/04/20 14:21:48:591',16,-19.605635,6.667114,-19.244696,11.07462,-18.716547,15.206095,-17.977793,18.192638,-16.621059,19.942558,-13.685431,20.021801,-9.39689,19.771074,-4.446156,19.00304,0.857593,16.984613,6.207336,18.659769,11.019729,18.925833,14.976479,18.710157,17.478636,18.318678,18.453781,16.437944,18.742046,13.566608,18.700153,9.525587,18.387465,5.248919,-16.379698,-11.781603,-14.130163,-14.318846,-11.166748,-15.804977,-8.101134,-16.436916,-5.144198,-16.479141,3.864009,-16.731661,6.402227,-16.786949,9.136199,-16.340101,11.915614,-15.226579,14.277756,-13.193725,-0.041032,-12.192192,0.070237,-11.949552,0.172075,-11.881455,0.25992,-12.017123,-2.685443,-4.385707,-1.118194,-4.947207,0.439696,-5.629191,1.84039,-5.013487,3.267066,-4.486475,-12.211236,-7.652347,-10.527928,-8.511059,-8.545784,-8.800317,-6.651495,-8.362371,-8.400512,-7.722748,-10.341009,-7.460539,5.903399,-8.683232,7.720456,-9.17769,9.683474,-9.082311,11.384463,-8.347195,9.585802,-8.011292,7.669106,-8.155998,-8.430275,5.058752,-5.884174,2.348454,-2.955394,0.135779,0.350776,-0.713514,3.549171,-0.003863,6.449673,2.095008,8.922715,4.732969,6.613751,5.484686,3.698011,5.567357,0.487191,5.049033,-2.802503,5.679839,-5.845677,5.730282,-3.68625,2.534836,0.395605,1.118596,4.354291,2.455765,4.536922,4.243305,0.486773,3.41746,-3.711913,4.374045,0,0.5,1
2448,'2018/04/20 14:21:48:623',16,-19.617208,6.569172,-19.254173,10.985689,-18.715919,15.119792,-17.961111,18.131393,-16.588318,19.887232,-13.660453,19.981661,-9.405084,19.759588,-4.479709,19.04339,0.826911,17.052773,6.164231,18.717426,10.931417,18.951164,14.837726,18.727438,17.323214,18.339613,18.326071,16.460436,18.642851,13.585894,18.622326,9.555627,18.319981,5.27828,-16.335649,-11.775377,-14.098531,-14.320369,-11.140783,-15.822793,-8.07392,-16.468418,-5.110254,-16.527393,3.852389,-16.740042,6.379262,-16.77018,9.099283,-16.304598,11.864022,-15.185165,14.218798,-13.170503,-0.004667,-12.298429,0.10576,-12.077097,0.207802,-12.032248,0.297188,-12.19781,-2.688477,-4.405141,-1.100487,-4.953375,0.475623,-5.623574,1.88801,-5.012784,3.3301,-4.493287,-12.191027,-7.677367,-10.458898,-8.550784,-8.427737,-8.845368,-6.486528,-8.396271,-8.288109,-7.763069,-10.275377,-7.496013,5.793336,-8.680323,7.655426,-9.175537,9.664285,-9.068709,11.411233,-8.314,9.568718,-7.994761,7.606754,-8.15105,-8.551476,5.034312,-5.959728,2.328094,-2.979934,0.119321,0.371968,-0.732457,3.608236,-0.002628,6.542118,2.104405,9.040165,4.745708,6.740317,5.559466,3.793549,5.712944,0.505841,5.213042,-2.868632,5.813975,-5.958205,5.785685,-3.862205,2.517643,0.413648,1.088141,4.552474,2.448819,4.756454,4.363662,0.510303,3.552782,-3.900315,4.487854,0,0.5,1
2449,'2018/04/20 14:21:48:641',16,-19.513788,6.780711,-19.145115,11.186597,-18.615576,15.314543,-17.885294,18.301918,-16.548241,20.017075,-13.638186,20.07394,-9.384192,19.804161,-4.460659,19.027237,0.824573,16.991766,6.181752,18.6605,10.971754,18.886761,14.897557,18.650669,17.403109,18.260084,18.410898,16.414522,18.721186,13.577198,18.681561,9.563458,18.362726,5.313178,-16.370945,-11.740762,-14.125981,-14.288448,-11.167647,-15.780898,-8.105846,-16.419437,-5.151364,-16.460632,3.884428,-16.714802,6.391892,-16.762745,9.098269,-16.308302,11.853716,-15.203866,14.205166,-13.191251,-0.006952,-12.153445,0.092794,-11.909057,0.181426,-11.829663,0.254657,-11.942948,-2.683779,-4.41357,-1.110325,-4.978846,0.453347,-5.661459,1.850855,-5.041955,3.276039,-4.509117,-12.223266,-7.647845,-10.509197,-8.506671,-8.501657,-8.802245,-6.58413,-8.352614,-8.36465,-7.726548,-10.328369,-7.467737,5.858346,-8.679386,7.690799,-9.171847,9.673117,-9.075528,11.395535,-8.340244,9.576429,-8.015833,7.643216,-8.161039,-8.454819,4.962272,-5.914689,2.229532,-2.972237,0.027349,0.340475,-0.830396,3.54424,-0.106199,6.451261,1.978666,8.905033,4.640154,6.647759,5.462126,3.736109,5.619593,0.487665,5.105904,-2.844169,5.728924,-5.89816,5.708715,-3.73732,2.453527,0.390102,1.028543,4.394036,2.384381,4.595433,4.240806,0.490813,3.430708,-3.766386,4.365942,0,0.5,1
